Sample Id,location,sampling_date_JD,rundate,evaporated(no = 0/ yes = 1) ,bad_filters (no = 0/yes =1),storage_time_days,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD
2290,3,1239.510417,20120814,0,0,447.4895833,0.00,0.00,0.00,0.00,573909.10,19237.42,0.00,0.00,2289.84,26.49,0.00,3.09,333889.60,18153.67,160971.55,11289.95,369.31,27.91,352056.89,7818.52,263.62,6.85,568557.63,2138.00,230.77,4.95,11.32,0.26,8.54,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18,0.23,2464.50,116.04,1.22,0.15,0.00,8.84,685.12,51.27,12195.86,531.48,-1.56,0.43
2291,3,1241.510417,20120814,0,0,445.4895833,0.00,0.00,0.00,0.00,594454.27,6388.57,0.00,0.00,2465.02,286.49,0.00,5.01,317908.51,7418.60,150872.12,1949.92,359.47,8.47,349920.24,1518.92,278.64,0.45,581534.82,2253.85,351.39,4.63,10.56,2.27,12.26,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.36,0.02,2832.24,200.34,1.18,0.20,0.00,2.86,572.71,20.47,11668.23,1208.25,-1.10,0.72
130,0,292.5208333,20120927,1,0,1438.479167,0.00,0.00,0.00,0.00,516110.80,14378.83,0.00,0.00,2217.10,81.75,-4.28,3.03,500010.95,38029.60,297152.42,14094.19,0.00,0.00,269620.11,16118.53,0.00,0.00,580935.87,16146.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2474.75,6.39,0.00,0.00,0.00,0.45,0.00,0.00,19111.90,2438.24,2.60,0.34
131,0,293.5208333,20120927,1,0,1437.479167,0.00,0.00,0.00,0.00,493822.23,21789.82,0.00,0.00,1966.91,102.12,-4.03,2.02,444524.62,12872.78,264293.03,9405.50,0.00,0.00,236826.73,9647.53,0.00,0.00,494981.67,1075.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2266.55,63.72,0.00,0.00,0.00,1.33,0.00,0.00,13069.65,1574.99,0.63,0.13
132,0,294.5208333,20120927,1,0,1436.479167,0.00,0.00,0.00,0.00,515410.15,16632.86,0.00,0.00,2199.12,169.10,-3.77,3.58,482049.72,3970.18,280156.35,12929.03,0.00,0.00,248455.00,13340.20,0.00,0.00,528528.34,3063.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2447.78,49.08,0.00,0.00,0.00,0.78,0.00,0.00,17010.54,1881.07,-0.57,0.57
133,0,295.5208333,20120927,1,0,1435.479167,0.00,0.00,0.00,0.00,568741.68,35451.17,0.00,0.00,2459.10,183.65,-3.52,3.42,519314.99,5897.85,313479.88,14813.76,0.00,0.00,284869.11,1302.76,0.00,0.00,595076.90,9.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2783.13,140.33,0.00,0.00,0.00,4.86,0.00,0.00,20525.28,3243.34,0.89,0.69
134,0,296.5208333,20120927,1,0,1434.479167,0.00,0.00,0.00,0.00,556234.45,24465.78,0.00,0.00,2329.84,120.89,-3.27,3.34,495257.46,38988.32,288453.44,19528.44,0.00,0.00,262081.70,8887.06,0.00,0.00,571882.34,23970.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2639.67,95.77,0.00,0.00,0.00,3.90,0.00,0.00,20976.44,3830.80,1.52,0.25
135,0,297.5208333,20120927,1,0,1433.479167,0.00,0.00,0.00,0.00,432800.29,8129.79,0.00,0.00,1807.85,103.05,-3.02,1.51,427481.68,16193.92,250739.00,7073.31,0.00,0.00,228723.46,2598.99,0.00,0.00,490181.66,755.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2212.17,147.18,0.00,0.00,0.00,2.22,0.00,0.00,14873.87,1024.69,0.03,0.98
136,0,298.5208333,20120927,1,0,1432.479167,0.00,0.00,0.00,0.00,456591.90,19794.23,0.00,0.00,1889.75,43.73,-2.77,2.65,436822.70,693.51,259555.35,15178.62,0.00,0.00,233411.06,8690.37,0.00,0.00,488725.76,17562.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2245.23,135.34,0.00,0.00,0.00,0.89,0.00,0.00,16843.69,2603.78,0.64,2.25
137,0,299.5208333,20120927,1,0,1431.479167,0.00,0.00,0.00,0.00,410075.08,20812.52,0.00,0.00,1764.11,51.04,-2.52,3.06,390401.25,10412.56,229456.86,8849.46,0.00,0.00,208872.42,3065.53,0.00,0.00,442595.40,18712.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2048.86,23.25,0.00,0.00,0.00,0.57,0.00,0.00,15612.02,2071.85,0.85,0.72
138,0,300.5208333,20120927,1,0,1430.479167,0.00,0.00,0.00,0.00,523155.45,14213.59,0.00,0.00,2222.85,106.66,-2.26,2.76,487576.14,27492.22,283887.43,12078.66,0.00,0.00,261873.56,9372.28,0.00,0.00,547606.65,10447.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2523.51,130.30,0.00,0.00,0.00,3.99,0.00,0.00,19027.61,2667.79,0.81,0.03
150,1,309.7097222,20120927,1,0,1421.290278,0.00,0.00,0.00,0.00,2124336.22,65956.92,0.00,0.00,27341.39,1074.60,0.00,2.65,936915.26,10772.88,606960.77,24724.23,0.00,0.00,214560.20,9363.70,0.00,0.00,2384215.66,16408.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27957.98,460.26,0.00,0.00,0.00,6.17,0.00,0.00,80494.61,6457.29,0.39,1.50
176,1,319.5,20120927,1,0,1411.5,0.00,0.00,0.00,0.00,1870062.26,98426.91,0.00,0.00,22993.54,467.93,0.00,3.17,1026244.31,24473.41,549835.52,3486.89,0.00,0.00,237052.51,4189.02,0.00,0.00,2127357.10,66405.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23867.49,1280.01,0.00,0.00,0.00,1.71,0.00,0.00,55349.19,2228.20,2.53,0.63
2572,10,1403.480556,20121026,1,0,356.5194444,989.72,5.68,0.00,0.00,1165873.30,12097.08,8.20,0.08,3763.17,5.80,2.28,0.70,414800.93,12531.33,390762.92,7517.92,41.96,0.91,369173.46,1732.58,703.78,7.61,1312679.29,5176.06,858.41,2.29,15.37,1.45,12.40,1.09,0.51,0.00,22.27,0.76,-5.62,-0.53,-5.88,-1.85,0.00,0.00,0.00,0.00,8.46,0.03,3929.76,127.27,3.20,0.12,0.00,1.76,1581.80,38.45,29209.18,4105.57,-15.11,2.59
2573,10,1405.48125,20121026,1,0,354.51875,863.35,7.27,0.00,0.00,988893.84,74471.79,7.46,0.30,3412.02,145.22,2.85,1.57,371684.96,1018.22,360979.00,6972.82,45.00,0.99,319847.23,5145.44,602.44,3.96,1168103.33,14738.17,903.31,1.63,22.52,0.29,26.34,1.09,0.51,0.01,22.26,1.20,-2.68,-0.53,-3.44,-2.96,0.00,0.00,0.00,0.00,7.40,0.22,3592.14,40.67,3.09,0.23,0.00,3.26,1431.02,13.02,25210.31,4666.02,-21.15,3.06
2574,10,1407.48125,20121026,1,0,352.51875,865.68,1.68,0.00,0.00,1029074.45,4303.01,7.41,0.03,3400.12,5.63,3.42,0.54,368891.01,71.87,349946.81,6190.92,30.38,1.77,324172.46,1646.11,594.43,1.60,1165541.28,10251.89,800.43,4.96,8.41,3.37,9.90,3.61,0.44,0.04,20.44,2.31,-3.67,0.00,-2.71,-1.02,0.00,0.00,0.00,0.00,7.23,0.33,3588.53,134.00,3.08,0.09,0.00,3.08,1440.02,5.78,24976.76,3688.46,-9.59,0.14
2575,10,1409.48125,20121026,1,0,350.51875,859.55,9.79,0.00,0.00,1063084.02,3136.53,7.75,0.12,3631.14,21.81,3.99,0.89,369843.86,712.18,360828.21,16267.85,28.15,4.39,323973.79,387.79,583.95,20.23,1210686.87,18154.02,1124.74,3.71,16.05,1.74,14.68,1.21,0.55,0.12,19.80,0.17,-2.82,-3.60,-1.32,-1.02,0.00,0.00,0.00,0.00,7.68,0.26,3743.74,56.84,2.77,0.10,0.00,0.89,1541.02,21.38,26640.51,3616.45,-5.26,2.02
2576,10,1413.48125,20121026,1,0,346.51875,864.21,6.93,0.00,0.00,1081703.22,6045.84,8.14,0.07,3750.06,74.96,4.56,0.83,369236.02,3639.31,369196.73,12825.12,23.76,1.84,321603.83,4722.67,580.91,18.23,1203973.79,52513.19,1306.98,18.38,27.58,1.96,29.20,0.38,0.80,0.06,20.52,1.07,-3.88,-2.48,-3.71,-1.94,0.00,0.00,0.00,0.00,7.85,0.31,3766.17,43.40,3.35,0.00,0.00,5.02,1547.23,5.12,26914.04,3950.80,-16.08,7.11
2577,10,1415.48125,20121026,1,0,344.51875,800.05,8.96,0.00,0.00,1041888.74,10124.16,7.70,0.09,3639.72,47.94,5.13,0.34,355154.48,2974.40,354197.65,8043.32,68.65,1.38,302538.72,1335.21,554.04,7.78,1172732.68,1527.82,1193.73,3.80,17.45,1.61,16.33,2.30,0.59,0.01,18.70,0.04,-2.06,-0.12,-3.10,-3.24,0.00,0.00,0.00,0.00,7.55,0.21,3669.78,5.10,2.83,0.07,0.00,7.19,1450.33,2.17,23165.99,4317.94,-20.23,8.87
2578,10,1417.48125,20121026,1,0,342.51875,867.63,10.27,0.00,0.00,1180952.79,19288.99,9.16,0.03,4410.51,94.66,5.70,4.48,394211.83,103.23,396930.42,9949.09,49.04,2.56,312483.32,5556.33,536.11,19.46,1298311.69,4217.68,2794.02,4.28,118.36,1.49,119.83,4.11,2.33,0.17,28.91,0.04,-7.22,-1.18,-4.87,-1.02,0.00,0.00,0.00,0.00,8.15,0.06,4264.13,0.08,3.61,0.32,0.00,0.03,1586.05,8.68,27498.93,4589.92,-21.74,7.01
2579,10,1419.48125,20121026,1,0,340.51875,804.77,1.33,0.00,0.00,1068023.15,17490.29,8.20,0.11,3946.85,61.98,6.26,0.42,358414.57,3597.43,315694.08,29443.93,62.92,1.12,265474.03,34489.39,538.83,10.61,1208618.01,5462.98,1614.35,17.71,35.92,3.35,38.12,3.07,0.99,0.00,22.57,0.78,-4.77,-0.82,-4.50,-0.64,0.00,0.00,0.00,0.00,6.70,1.05,3892.31,100.04,2.64,0.36,0.00,10.06,1508.92,48.99,27902.65,3422.91,-13.02,4.22
2580,10,1421.48125,20121026,1,0,338.51875,744.38,2.05,0.00,0.00,1030914.27,8773.54,8.02,0.02,3859.05,53.16,6.83,1.34,348083.85,4076.96,359666.51,14214.87,50.48,1.55,279610.25,5679.64,426.20,1.30,1179389.40,6807.50,2794.65,15.41,149.21,1.38,154.02,3.01,2.19,0.09,28.09,0.38,-4.30,-1.83,-3.84,-1.94,0.00,0.00,0.00,0.00,7.62,0.25,3905.72,20.90,2.92,0.48,0.00,7.08,1423.10,10.34,26175.96,2567.46,-10.67,3.40
2581,10,1423.48125,20121026,1,0,336.51875,778.21,3.12,0.00,0.00,1123241.25,11939.25,10.19,0.06,4370.32,69.34,7.40,0.47,387068.26,2384.70,372069.13,20659.96,131.03,8.10,300003.38,13165.63,669.23,18.76,1290701.12,30228.53,2494.25,89.85,79.03,3.98,87.52,2.19,1.79,0.14,30.84,1.18,-9.23,-2.07,-12.88,-0.83,0.00,0.00,0.00,0.00,10.33,0.00,4388.90,50.73,3.32,0.23,0.00,1.59,1551.26,15.12,37525.56,5204.94,-6.72,8.36
2582,10,1425.48125,20121026,1,0,334.51875,723.76,5.67,0.00,0.00,1066151.94,2959.45,9.73,0.09,4237.36,15.36,7.97,0.30,364824.94,3542.16,400672.91,11194.35,39.48,0.18,277261.13,2658.03,619.16,10.43,1216857.73,719.07,1104.46,7.88,18.17,0.46,19.66,2.30,0.56,0.11,25.38,0.59,-10.29,-0.59,-5.76,-0.46,0.00,0.00,0.00,0.00,8.98,0.10,4208.81,16.64,2.72,0.05,0.00,4.75,1460.24,17.83,33797.97,4203.34,-10.01,4.54
2583,10,1427.48125,20121026,1,0,332.51875,699.40,1.82,0.00,0.00,1071185.38,6579.56,9.34,0.03,4356.64,40.16,8.54,0.21,371435.66,3456.67,406681.54,14502.38,142.16,0.25,286259.96,502.84,560.83,4.90,1230808.47,5540.90,1602.40,15.94,19.43,1.25,21.27,4.82,1.00,0.08,27.78,0.29,-6.35,-0.53,-5.67,-1.39,0.00,0.00,0.00,0.00,9.26,0.41,4379.00,68.20,2.79,0.09,0.00,3.23,1404.65,1.30,30423.76,4102.59,-1.99,3.83
2620,0,1450.488194,20121027,0,0,310.5118056,120.20,4.90,0.00,0.00,433188.14,2488.12,1.94,0.11,1914.03,10.98,-2.30,0.30,388859.41,21970.84,225076.28,14149.77,55.98,0.22,301821.53,3840.03,578.05,18.15,429916.15,3611.33,10.86,0.04,36.71,1.09,38.15,1.14,0.25,0.08,5.16,0.63,-10.45,-1.24,-9.47,-0.18,12.47,0.13,13.62,0.59,2.05,0.03,2059.07,58.28,2.05,0.45,0.00,12.01,128.37,3.23,15696.45,1375.69,-5.92,7.35
2621,0,1452.488194,20121027,0,0,308.5118056,112.50,1.70,0.00,0.00,428290.44,1184.64,1.82,0.01,1886.33,10.41,3.35,0.43,375462.34,2955.51,214929.45,4693.29,42.69,1.89,274373.31,757.78,534.72,4.15,413261.97,4461.13,8.78,0.01,31.22,0.14,29.79,1.49,0.21,0.06,1.95,0.26,-16.12,-1.12,-10.98,-2.50,11.23,0.64,11.87,1.19,1.79,0.05,1978.43,34.10,1.90,0.31,0.00,10.61,122.20,1.47,15890.62,1483.31,2.01,15.03
2622,0,1454.488194,20121027,0,0,306.5118056,102.80,0.30,0.00,0.00,388839.90,3538.25,1.70,0.04,1800.26,13.78,3.54,0.64,341362.93,3312.50,196642.34,11334.30,162.92,3.57,256457.58,581.72,437.97,1.42,376598.77,3134.36,9.64,0.19,50.42,0.53,47.95,1.03,0.14,0.01,3.82,0.29,-16.59,-2.72,-14.24,-0.65,9.54,1.27,10.02,0.26,1.71,0.22,1849.09,35.79,3.27,0.33,0.00,6.59,115.79,2.28,13922.95,1016.73,-1.36,4.39
2623,0,1456.488889,20121027,0,0,304.5111111,109.60,2.00,0.00,0.00,400936.68,11557.76,1.65,0.22,1799.14,104.94,-2.88,3.29,372083.41,3223.15,212322.52,21463.66,77.07,1.53,283083.71,1268.18,563.97,0.66,410921.34,3507.63,7.42,0.14,35.36,0.99,38.14,5.31,0.15,0.00,2.95,0.76,-11.11,-3.48,-7.04,-0.18,13.67,1.10,13.50,0.11,1.75,0.15,2011.50,26.21,1.88,0.26,0.00,14.94,127.73,7.90,16217.55,2384.90,22.13,3.72
2624,0,1458.488194,20121027,0,0,302.5118056,97.60,2.30,0.00,0.00,348688.15,1155.23,1.74,0.05,1629.83,13.51,0.12,0.45,343279.93,15713.39,191848.37,19618.12,50.80,3.92,256211.46,9224.36,506.50,13.84,377265.31,14693.09,8.20,1.14,32.36,3.84,34.88,0.21,0.11,0.00,2.17,0.08,-14.43,-0.65,-9.90,-1.02,5.57,1.29,6.29,0.97,1.91,0.10,1889.16,88.06,1.82,0.07,0.00,70.31,122.83,5.50,14599.84,1625.02,19.03,3.11
2625,0,1460.488194,20121027,0,0,300.5118056,112.40,1.00,0.00,0.00,365930.28,2572.88,1.90,0.01,1726.42,14.46,1.42,0.92,353543.45,13428.31,203561.46,10372.68,94.30,4.85,255165.25,11582.92,530.48,7.90,373355.80,16258.73,8.29,0.28,84.02,2.18,87.87,4.23,0.16,0.05,2.70,0.32,-16.28,-2.36,-13.67,-3.52,4.68,0.68,3.30,0.11,2.02,0.16,1833.83,124.44,2.00,0.16,0.00,25.84,122.91,2.44,16724.68,1736.95,13.76,7.65
2626,0,1462.488194,20121027,0,0,298.5118056,99.00,1.20,0.00,0.00,333622.02,5256.80,1.74,0.04,1601.45,15.57,-0.13,1.48,313566.60,7181.68,181076.47,14153.55,52.85,1.39,246105.17,3425.85,443.75,11.00,348083.94,4977.34,8.08,0.04,46.53,2.17,48.94,2.21,0.08,0.03,2.82,0.13,-18.46,-0.12,-13.63,-1.20,3.67,0.22,3.62,0.19,1.82,0.11,1676.35,45.02,1.70,0.15,0.00,3.68,112.69,1.83,14764.12,1630.78,22.10,8.77
2628,0,1466.488194,20121027,0,0,294.5118056,108.80,2.00,0.00,0.00,354691.34,2168.39,1.88,0.04,1729.56,5.67,2.79,0.24,332710.55,5727.03,194343.64,12489.64,49.86,0.74,255788.62,5115.19,476.83,6.21,358373.53,12743.41,19.66,0.06,38.54,0.60,39.98,0.87,0.11,0.01,2.27,0.42,-15.52,-0.47,-17.42,-1.21,17.91,0.70,15.97,2.15,1.64,0.06,1735.11,34.81,2.01,0.05,0.00,5.00,120.87,0.61,14870.94,1146.83,-1.72,9.10
2629,0,1468.488194,20121027,0,0,292.5118056,101.70,0.30,0.00,0.00,336759.10,2123.21,1.61,0.03,1677.34,0.95,-7.39,1.21,360246.76,9840.22,206209.17,7895.42,55.46,0.99,270313.37,3119.89,481.48,0.39,386584.99,1378.60,12.36,0.22,42.93,0.69,42.24,2.53,0.23,0.05,7.12,0.55,-15.51,-0.83,-14.07,-0.19,10.67,0.29,9.11,0.15,1.73,0.01,1836.11,28.20,1.92,0.04,0.00,4.38,124.40,0.14,14911.87,1977.34,8.47,7.46
2630,0,1470.488194,20121027,0,0,290.5118056,122.20,4.30,0.00,0.00,407126.51,849.14,2.08,0.02,2080.72,19.12,-5.91,0.23,424898.30,21754.91,249231.13,24922.92,63.19,4.92,290570.32,9528.99,577.36,33.29,476727.18,24390.48,10.01,0.26,43.21,2.52,46.83,0.16,0.18,0.00,3.46,0.03,-16.25,0.00,-12.68,-3.98,35.05,2.17,30.47,2.11,2.07,0.11,2243.44,135.66,2.09,0.17,0.00,20.23,152.84,2.80,20687.16,2356.55,22.42,6.22
2631,10,1444.561111,20121027,0,0,316.4388889,779.70,20.10,0.00,0.00,1426985.27,41042.93,9.51,0.18,5174.74,60.02,-4.44,1.12,418072.86,3142.71,473834.59,14654.03,42.19,2.24,344572.62,577.72,605.80,2.08,1676631.72,995.64,2130.47,9.44,19.95,0.51,21.51,2.53,1.41,0.18,36.67,1.52,-8.55,-2.60,-7.37,-0.92,25.81,0.57,21.76,1.00,9.98,0.29,5237.59,19.77,3.79,0.22,0.00,6.84,1509.31,28.41,33238.52,2960.49,5.58,3.20
2632,10,1446.560417,20121027,0,0,314.4395833,754.50,3.70,0.00,0.00,1219787.41,6724.06,9.15,0.01,4829.32,31.71,0.00,0.65,364552.64,4970.97,419207.63,12649.38,48.39,0.40,306868.38,1211.84,530.04,24.13,1477815.86,39277.73,1865.64,40.72,54.09,1.94,55.75,2.32,1.27,0.10,33.45,1.42,-7.35,0.00,-7.41,-0.28,16.96,3.53,15.08,1.59,8.57,0.53,4458.35,98.70,2.71,0.01,0.00,6.67,1372.18,16.13,32793.61,2001.78,11.28,1.34
2633,10,1448.561111,20121027,0,0,312.4388889,762.50,6.00,0.00,0.00,1295877.55,31816.81,9.77,0.02,5219.72,51.96,0.00,0.13,371336.23,5031.18,445062.16,12956.29,27.33,1.12,305071.40,12234.20,525.80,22.44,1550582.58,81459.94,2017.40,80.00,24.16,1.46,24.72,2.99,1.35,0.05,34.19,3.44,-6.45,-0.18,-6.45,-0.65,17.34,3.90,15.81,2.97,9.18,0.56,4917.36,229.49,3.38,0.24,0.00,29.77,1364.26,42.64,36693.06,3147.28,18.64,3.66
2634,10,1450.561111,20121027,0,0,310.4388889,717.80,5.00,0.00,0.00,1166747.81,14155.59,9.11,0.03,4770.41,20.19,0.00,0.50,358814.60,5912.02,410243.71,11073.55,59.44,1.00,301106.36,3671.59,491.52,29.09,1408048.18,33427.91,1832.70,15.70,33.84,1.14,34.25,4.38,1.11,0.10,31.56,1.16,-11.94,-0.77,-9.67,-0.37,19.34,0.70,14.79,0.30,8.80,0.30,4394.02,76.24,2.99,0.13,0.00,1.04,1241.41,25.26,28678.17,3556.93,9.30,1.20
2636,10,1454.560417,20121027,0,0,306.4395833,714.10,4.30,0.00,0.00,1296275.33,12855.63,10.15,0.11,5548.93,10.61,0.00,0.26,403370.27,9046.22,469510.45,30049.23,1384.18,26.19,272957.57,44147.61,464.43,6.59,1514433.65,39455.70,2515.34,16.94,70.10,0.32,71.46,5.37,1.91,0.20,40.99,1.79,-6.84,-0.89,-4.64,-4.16,15.10,2.52,13.62,2.56,10.01,0.06,5195.34,6.34,4.02,0.32,0.00,11.78,1262.09,3.10,34505.21,2506.83,4.94,0.28
2645,10,1472.561111,20121027,0,0,288.4388889,557.40,3.90,0.00,0.00,1335272.72,5748.39,10.81,0.05,6000.37,19.10,0.00,0.23,424021.64,5170.65,526560.36,19731.74,1610.00,2.33,318073.30,8230.54,247.69,1.10,1497033.45,110105.03,2813.26,8.87,29.13,1.42,30.32,0.31,2.92,0.00,56.33,1.81,-17.75,-0.18,-18.28,-5.74,36.71,1.40,35.56,1.41,10.76,0.37,5638.10,80.57,3.12,0.17,0.00,0.86,1059.87,0.04,36404.63,3245.82,7.44,0.06
2667,0,1472.488194,20121027,0,0,288.5118056,106.00,1.20,0.00,0.00,285405.37,896.08,1.74,0.01,1728.22,9.85,0.00,0.22,305632.93,4211.45,183925.09,5778.06,19.56,0.37,241045.82,876.71,439.69,7.30,329366.29,1907.21,6.62,0.04,22.23,0.06,20.31,0.36,0.13,0.01,2.07,0.26,-5.17,-0.29,-6.01,-1.85,19.58,2.02,21.46,0.15,1.63,0.01,1577.75,8.56,1.26,0.26,0.00,0.35,106.01,0.46,13581.99,810.40,3.08,2.22
2668,0,1474.488194,20121027,0,0,286.5118056,111.60,2.40,0.00,0.00,284767.47,660.25,2.12,0.00,1736.23,0.38,0.00,0.10,315744.16,10373.11,184014.84,7126.84,138.72,1.20,228701.45,3004.09,464.03,20.49,313357.25,11854.86,10.04,0.36,95.37,2.07,89.91,1.65,0.11,0.01,2.20,0.50,-18.17,-1.71,-15.39,-1.67,22.57,0.24,21.46,0.52,1.79,0.09,1589.79,13.51,1.35,0.13,0.00,6.12,113.11,2.26,16596.09,1528.62,21.00,2.01
2669,1,1472.488194,20121027,0,0,288.5118056,759.20,5.80,0.00,0.00,1271653.77,14979.81,6.39,0.05,16281.68,134.88,0.00,0.71,373959.62,2684.18,292602.06,5007.50,26.10,0.50,230984.37,2387.38,84.37,1.85,1556857.68,6698.78,1727.61,19.44,39.51,0.09,38.89,3.40,0.14,0.07,5.07,0.21,-2.32,-1.24,-3.88,-0.19,23.38,0.04,24.69,0.11,6.09,0.17,14250.09,113.39,1.87,0.24,0.00,4.52,1145.55,20.11,24273.60,1803.86,12.14,5.52
2670,1,1474.488194,20121027,0,0,286.5118056,794.60,1.30,0.00,0.00,1378365.09,17264.45,6.67,0.06,17084.70,55.43,0.00,0.56,392528.40,1149.75,306922.41,12528.08,246.07,0.40,241823.02,6726.37,130.73,4.08,1634109.71,18403.43,1659.58,5.28,187.45,2.09,185.04,8.14,0.19,0.02,4.35,0.32,-3.17,-0.18,-4.79,-2.50,21.38,0.09,24.19,0.59,6.08,0.13,14793.95,256.72,1.81,0.09,0.00,3.47,1217.53,1.45,26159.22,1869.40,1.61,1.83
2671,1,1491.555556,20121027,0,0,269.4444444,748.90,35.00,0.00,0.00,1326206.79,61946.71,6.53,0.20,16882.00,244.08,0.00,1.33,389531.36,2352.80,304092.30,7048.14,240.39,0.50,236313.30,1915.40,121.18,0.05,1611764.62,13845.18,1644.83,3.93,100.96,1.56,100.89,3.04,0.19,0.02,4.72,0.40,-3.79,-1.83,-4.20,-0.37,18.95,0.02,22.12,1.41,6.06,0.24,14823.11,71.52,2.10,0.14,0.00,3.74,1214.79,6.44,25576.59,2118.56,2.99,3.82
2672,1,1492.555556,20121027,0,0,268.4444444,245.10,3.10,0.00,0.00,87755.09,817.12,3.56,0.03,704.84,3.84,0.00,0.06,152821.21,865.94,55219.41,3879.22,719.27,18.89,201239.06,5270.93,797.70,5.78,116706.27,18548.06,69.11,0.90,324.28,9.39,344.45,4.80,0.38,0.09,9.56,1.00,-50.00,-1.36,-41.76,-1.39,72.60,0.68,76.25,2.85,3.31,0.04,669.87,4.86,0.32,0.10,0.00,2.11,95.82,0.28,12826.80,1109.60,15.25,9.50
2673,1,1493.555556,20121027,0,0,267.4444444,603.10,2.80,0.00,0.00,949162.56,5181.93,8.07,0.06,11303.79,27.11,0.00,0.61,319505.01,23996.45,251892.20,14434.49,73.15,2.18,205134.61,1995.77,569.32,5.28,1140179.18,24933.04,4592.16,63.30,58.58,0.02,59.64,1.95,2.52,0.01,20.90,2.42,-17.36,-2.66,-13.32,-0.74,36.95,1.05,38.77,1.11,7.63,0.14,10058.76,33.50,14.93,0.27,0.00,3.98,989.49,3.12,28101.18,2796.01,19.20,1.92
2674,1,1494.555556,20121027,0,0,266.4444444,603.00,17.20,0.00,0.00,993132.06,30877.17,8.05,0.10,12324.82,175.08,0.00,0.95,335859.04,3764.02,265021.55,5929.61,159.09,4.54,199789.72,4951.37,392.71,17.92,1216117.49,928.82,2539.56,0.37,51.96,0.09,53.43,2.74,0.97,0.08,12.80,1.00,-14.88,-0.47,-10.69,-1.48,30.72,0.55,34.71,2.34,7.33,0.08,11007.59,125.67,13.49,0.92,0.00,1.00,1027.21,2.79,27446.00,1743.42,9.51,0.90
2675,1,1495.555556,20121027,0,0,265.4444444,731.90,8.50,0.00,0.00,1347911.24,35726.24,7.20,0.11,16641.04,62.89,0.00,0.49,374490.47,5346.78,278124.61,9789.27,22.22,0.16,234176.49,4456.91,112.90,3.49,1484819.64,25731.01,13297.07,41.85,67.58,0.22,65.08,4.18,2.04,0.13,6.77,0.74,-1.17,-0.18,-1.88,-0.83,17.97,0.72,21.56,0.33,6.78,0.64,14985.67,142.69,3.69,0.14,0.00,0.91,1380.93,23.11,23825.84,1626.28,11.35,0.40
